emp_no,first_name,last_name,salary,salary_from_dt,title
459351,Zorica,Jeansoulin,47739,1986-07-05,Senior Engineer
459363,Adam,Walston,40000,1988-02-04,Senior Engineer
459365,Udo,Preusig,40000,1987-07-04,Senior Engineer
459397,Kersti,Simmen,51976,1989-06-26,Senior Engineer
459409,DeForest,Szilard,57066,1989-03-20,Senior Engineer
459416,Niclas,Joslin,40000,1994-02-18,Senior Engineer
459420,Shietung,Iisaku,50546,1987-01-16,Senior Engineer
459450,Kersti,Sullins,63822,1988-05-23,Senior Engineer
459456,Stepehn,Dahlbom,40000,1998-07-21,Engineer
459462,Dzung,Lortz,49986,1986-02-09,Senior Engineer
459463,Akeel,Denis,75583,1987-03-27,Senior Staff
459467,Arunas,Bahl,51935,1985-04-22,Senior Staff
459469,Roselyn,Meriste,40000,1985-05-17,Senior Staff
459470,Vishv,Heiserman,54384,1997-04-04,Senior Staff
459478,Danai,Vuskovic,75753,1986-09-25,Senior Engineer
459483,Shmuel,Docker,69722,1997-05-21,Senior Staff
459489,Pascal,Comellas,66186,1998-02-09,Senior Engineer
459497,Phillip,Facello,68823,1985-06-10,Senior Engineer
459514,Weiye,Pettit,54569,1992-03-18,Senior Engineer
459531,Gian,Kawashimo,40594,1987-09-06,Engineer
459547,Pohua,Hardjono,40000,1991-09-16,Senior Engineer
459551,Amalendu,Jervis,54867,1987-09-28,Senior Staff
459562,Lillian,Ferriere,43753,1987-07-19,Senior Staff
459572,Houman,Sewelson,56904,1987-09-20,Senior Staff
459596,Constantino,Bernardinello,51639,1985-05-13,Senior Engineer
459609,Lenore,Peris,64007,1987-03-30,Senior Staff
459614,Eishiro,Bojadziev,62634,1996-03-04,Engineer
459225,Saniya,Baaleh,40000,1985-04-03,Senior Staff
459617,Sangeeta,Pollacia,83712,1987-10-12,Senior Staff
459228,Kwun,Reinhard,40000,1989-06-16,Senior Engineer
459621,Kamran,Bottner,40000,1985-09-03,Senior Engineer
459623,Marjo,Camarinopoulos,56917,1986-11-18,Senior Engineer
459240,Randi,Henders,40000,1987-07-20,Senior Engineer
459625,Stella,Lammel,48007,1987-05-31,Senior Engineer
459247,Teunis,Aseltine,40000,1996-04-22,Senior Engineer
459248,Mingsen,Alblas,40000,1999-09-02,Staff
459633,Bilhanan,Poupard,59278,1985-06-02,Senior Engineer
459635,Valeri,Gaughan,91884,1988-05-21,Senior Staff
459262,Ger,Majewski,46595,1990-05-21,Senior Engineer
459636,DAIDA,Bardell,45362,1988-09-04,Senior Staff
459269,Akhilish,Baek,40000,1996-06-24,Technique Leader
459639,Valery,Shumilov,70357,1994-12-26,Senior Engineer
459273,Genki,Oaver,63918,1986-04-24,Senior Engineer
459278,Gill,Rosar,56266,1985-11-08,Senior Engineer
459646,Uri,Rouquie,82208,1998-05-26,Staff
459279,Serenella,Lampe,40000,1985-03-14,Senior Staff
459650,Przemyslawa,Pepe,75474,1986-10-06,Senior Staff
459651,Jinpo,Maierhofer,54940,1992-04-22,Senior Engineer
459653,Magdalena,Monkewich,55957,1990-03-30,Senior Engineer
459662,Jasminko,Krybus,64428,1995-12-06,Engineer
459671,Mark,Flowers,40000,1988-02-08,Senior Engineer
459673,Tiina,Qiwen,59420,1998-07-30,Assistant Engineer
459679,Bikash,Budinsky,64270,1987-05-17,Senior Engineer
459711,Fusako,Junot,71752,1999-07-15,Staff
459691,Munenori,Brodal,40000,1989-01-25,Technique Leader
459692,Kyoichi,Flasterstein,71777,1999-02-09,Staff
459730,Shuho,Erni,40000,1987-10-30,Senior Engineer
459854,Filipp,Kadhim,40000,1987-07-07,Senior Engineer
459747,Shigeichiro,Stille,62996,1987-01-09,Senior Staff
459750,Danai,Ernst,59702,1987-07-24,Senior Staff
459757,Duri,Chimia,48760,1996-09-21,Engineer
459867,Nechama,Theuretzbacher,43545,1995-02-01,Engineer
459767,Badri,Michaels,40000,1998-10-21,Staff
459877,Shem,Demir,54590,1991-03-01,Senior Staff
459783,Conrado,Olivero,40000,1996-05-04,Staff
459883,Richara,Businaro,48430,1992-10-11,Senior Engineer
459890,Angel,Gyorkos,52589,1986-04-28,Senior Engineer
459805,Kiyotoshi,Chandrasekhar,40000,1985-12-08,Senior Staff
459806,Serap,Garrabrants,55581,1993-11-04,Senior Staff
459811,Gopalakrishnan,Meszaros,57579,1986-11-29,Senior Engineer
459899,Mansur,Saoudi,45036,1988-03-01,Technique Leader
459813,Fuqing,Giveon,64066,1997-07-12,Senior Engineer
459903,Lucien,Peak,44725,1992-10-21,Senior Engineer
459918,Yakkov,Quittner,54789,1993-04-24,Senior Engineer
459921,Chirstian,Quittner,92255,1985-04-13,Senior Staff
459930,Genevieve,Przulj,54168,1990-01-18,Senior Engineer
459934,Kenroku,Gronowski,44753,1993-05-21,Senior Staff
459988,Fatemeh,Radivojevic,40000,1987-01-04,Senior Engineer
459989,Otilia,Kirkerud,41824,1988-04-26,Senior Engineer
459937,Uma,Munch,40000,1999-06-23,Senior Engineer
459991,Nevin,Salinas,46545,1992-10-16,Senior Engineer
459993,Shaowei,Farrel,50376,1987-10-26,Senior Engineer
459952,Mohammed,Cooman,40000,1985-02-19,Senior Staff
460000,Yifei,Cooman,44075,1990-12-18,Senior Engineer
460010,Marl,Masada,46545,1987-02-23,Senior Engineer
460014,Bernardo,Comte,40000,1985-10-10,Senior Engineer
460032,Kenroku,Cusworth,54061,1985-09-25,Senior Engineer
460033,Paris,Ariola,97537,1986-05-22,Senior Staff
460044,Houman,Litecky,40000,1991-02-09,Senior Engineer
460046,Domenick,Codenie,54229,1985-05-03,Senior Engineer
460048,Basem,Conti,40000,1994-11-07,Technique Leader
460053,Oscar,Kroon,40000,1997-01-14,Senior Staff
460059,Huei,Bahl,61656,1995-10-18,Senior Engineer
460088,Elvia,Kusakari,40000,1999-05-05,Technique Leader
460091,Toshimi,Iisaka,40000,1992-09-28,Senior Staff
460105,Joydip,Plesums,40000,1996-07-05,Engineer
460114,Sailaja,Perna,46578,1989-10-01,Senior Staff
459953,Woody,Butterworth,48634,1986-03-06,Senior Engineer
459978,Sadegh,Swan,40000,1991-07-08,Senior Staff
460135,Hirochika,Kuzuoka,62117,1990-10-16,Senior Staff
460286,Shen,Litecky,40000,1985-11-29,Senior Staff
460144,Gadiel,Azuma,63661,1987-07-07,Senior Engineer
460157,Sudhanshu,Parascandalo,67413,1988-02-10,Senior Staff
460174,Udo,Felcyn,40000,1986-07-15,Senior Engineer
460186,Zhanqiu,Papastamatiou,47416,1985-11-21,Senior Staff
460296,Janalee,Kinley,40000,1996-10-13,Staff
460205,Masaru,Minakawa,57428,1987-11-18,Senior Staff
460300,Berhard,Stemann,53741,1999-05-31,Technique Leader
460302,Valeri,Bakhtari,40000,1991-01-25,Senior Staff
460216,Cullen,Warwick,40000,1987-10-09,Senior Staff
460304,Van,Rosin,40000,1989-03-07,Senior Engineer
460229,Aimee,Avouris,74597,1986-09-18,Senior Staff
460307,Tsuneo,Carrera,83904,1986-04-14,Senior Staff
460323,Tse,Erbe,40000,1986-12-09,Senior Engineer
460238,Yucai,Akiyama,70957,1988-05-17,Senior Staff
460244,Danae,Menhardt,42699,1993-01-09,Senior Engineer
460325,Manton,Ghelli,41918,1999-12-25,Engineer
460331,Sham,Bierman,88798,1987-10-17,Senior Staff
460335,Toney,Sethi,42874,1987-10-22,Senior Staff
460340,Arun,Shanbhogue,44544,1998-04-21,Senior Engineer
460346,Stafford,Dalphin,71428,1985-11-08,Senior Staff
460348,Utz,Alameldin,56857,1996-05-06,Senior Engineer
460351,Magy,Jiang,51512,1992-07-17,Senior Engineer
460355,Jeanna,Aloisi,75553,1985-10-31,Senior Staff
460359,Elgin,Lundstrom,40000,1988-10-12,Senior Engineer
460419,Manton,Ecklund,40000,1987-03-26,Senior Staff
460425,Inderjeet,Sidhu,40000,1989-02-19,Senior Engineer
460361,Roddy,Vieth,74114,1997-06-09,Staff
460368,Sudhanshu,Baik,40000,1990-03-09,Technique Leader
460381,Atilio,Pietracaprina,50645,1991-05-04,Senior Staff
460394,Aluzio,Rusmann,40000,1995-10-08,Staff
460395,Salvador,Rosar,78663,1989-08-03,Senior Staff
460473,Gregory,Aingworth,56580,1995-07-13,Staff
460402,Holgard,Pehl,43033,1991-10-22,Senior Staff
460478,Masadi,Talmon,40000,1987-12-03,Senior Engineer
460404,Lunjin,Clouatre,40000,1992-04-08,Senior Staff
460487,Masamitsu,Delaune,40000,1986-03-17,Senior Staff
460491,Xiaopeng,Birge,43312,1987-04-14,Senior Engineer
460407,Sham,Gargeya,40910,1995-07-14,Senior Staff
460497,Shugo,Domenig,40000,1987-12-11,Senior Staff
460498,Jacopo,Ponthieu,58135,1990-03-30,Senior Staff
460564,Marie,Percebois,72714,1987-08-20,Senior Engineer
460501,Khaled,Choobineh,47100,1987-08-16,Senior Engineer
460511,Hyuncheol,Ponthieu,49148,1992-06-21,Senior Engineer
460522,Dinkar,Weedman,40000,1998-10-26,Staff
460568,Zhiwei,Schiettecatte,40601,1998-01-29,Engineer
460576,Pascal,Arlazarov,40000,1992-12-02,Senior Engineer
460585,Geoffrey,Rissanen,40000,1985-08-01,Senior Engineer
460588,Chuanyi,DasSarma,40000,1997-09-26,Engineer
460593,Sreenivas,Brattka,62220,1985-11-08,Senior Staff
460613,Odysseas,Alpin,54265,1996-12-22,Engineer
460619,Huei,Weedon,40000,1999-11-10,Staff
460652,Joydip,Back,54394,1987-07-06,Senior Engineer
460655,Alenka,Azuma,77153,1989-02-09,Senior Staff
460660,Pranav,Azevdeo,79810,1996-02-16,Senior Staff
460673,Houman,Zallocco,77848,1996-12-12,Engineer
460531,Satyanarayana,Lagarias,76020,1988-06-11,Senior Staff
460693,Shuzo,Chenoweth,68705,1999-09-13,Engineer
460545,Toney,Goldhammer,40000,1990-12-17,Senior Staff
460696,Jinya,Byoun,54942,1987-08-12,Senior Engineer
460549,Boriana,Pillow,67443,1997-09-06,Staff
460716,Shridhar,Birjandi,50020,1988-01-18,Senior Staff
460723,Christfried,Pollock,96209,1986-04-21,Senior Staff
460739,Yinlin,Wossner,40995,1994-11-23,Engineer
460747,Gladys,Tibblin,40000,1985-09-18,Senior Staff
460749,Uma,Taubenfeld,40000,1986-03-27,Senior Staff
460750,Tadahiko,Narahari,40000,1991-06-05,Senior Engineer
460755,Werner,McClurg,78717,1989-12-05,Senior Staff
460766,Jaewon,Encarnacion,44791,1986-11-19,Senior Engineer
460811,Basem,Rettelbach,40000,1989-10-19,Senior Staff
460851,Uzi,Anily,40000,1995-04-28,Senior Staff
460853,Guther,Stasinski,98931,1986-02-18,Senior Staff
460854,Minghong,Pelc,53309,1999-12-20,Staff
460814,Sadegh,Birnbaum,42418,1985-09-22,Senior Engineer
460859,Duke,Sadowsky,53052,1998-03-13,Assistant Engineer
460817,Ewing,Worfolk,61163,1986-08-27,Senior Staff
460825,Minghong,Molenaar,40000,1987-02-17,Senior Engineer
460978,Tse,Coors,40000,1985-04-15,Technique Leader
460871,Stein,Kilgore,40000,1995-10-20,Staff
460876,Vidar,Aingworth,40000,1992-03-04,Senior Engineer
460987,Visit,Smeets,67434,1987-05-09,Senior Staff
460891,Emran,Zultner,40000,1999-05-05,Staff
460995,Heather,Borovoy,40000,1993-01-28,Technique Leader
460894,Hideyuki,Suppi,43735,1986-05-15,Senior Engineer
460897,Fei,Krohn,40000,1998-01-22,Assistant Engineer
461000,Goncalo,Plesums,40000,1988-11-11,Senior Engineer
460902,Nimmagadda,Aamodt,45509,1997-08-15,Engineer
461002,Greger,Maksimenko,47113,1987-12-26,Senior Staff
461005,Vugranam,Zaccaria,54122,1996-07-11,Staff
461006,Stafford,Petereit,55861,1991-05-23,Technique Leader
460913,Kwangho,Baer,46805,1986-12-28,Technique Leader
461022,Munehiko,Krichel,40000,1988-05-30,Senior Engineer
460918,Noritoshi,McClure,40000,1985-04-01,Senior Engineer
461027,Raimond,Acton,61256,1987-03-13,Senior Engineer
461054,Slavian,Delgrange,40187,1985-03-30,Senior Staff
460938,Foong,Koblitz,47224,1988-11-11,Engineer
460951,Diederik,Worfolk,62640,1996-03-20,Senior Staff
460956,Gad,Vieri,77261,1999-12-21,Engineer
460972,Sadun,Ritcey,46526,1985-10-17,Senior Staff
461118,Itzchak,Kaiser,61293,1991-03-20,Senior Engineer
461123,Jongsuk,Maraist,40000,1990-10-27,Senior Engineer
461061,Van,Awdeh,48067,1986-03-06,Senior Engineer
461131,Sachar,Liedekerke,59760,1986-12-29,Senior Engineer
461062,Ennio,Eterovic,40000,1986-12-16,Senior Staff
461066,Sanjeeva,Osgood,40000,1987-07-29,Senior Staff
461140,Khun,Ramsay,73806,1985-11-02,Technique Leader
461082,Chikako,Kossowski,44074,1985-02-12,Senior Staff
461145,Filipp,Selenyi,51896,1985-04-02,Senior Engineer
461091,Faiza,Marciano,47232,1999-08-07,Engineer
461157,Fai,Kaiser,40000,1986-01-14,Senior Engineer
461094,Sumant,Cardazo,40521,1999-03-10,Staff
461096,Alper,Zockler,62211,1987-04-20,Senior Engineer
461170,Yuichiro,Kusakabe,51763,1990-05-05,Senior Staff
461102,Zengping,Bhattacharjee,72104,1988-08-02,Senior Staff
461178,Masasuke,Verhoeff,60489,1988-01-04,Senior Staff
461264,Anwar,Conte,40000,1988-09-13,Senior Staff
461185,Kerryn,Mungall,40000,1987-12-20,Senior Staff
461271,Constantijn,Erva,60398,1986-06-16,Senior Staff
461210,Kish,Chleq,68778,1993-03-05,Senior Staff
461212,KayLiang,Bultermann,58605,1987-06-29,Senior Engineer
461295,Insup,Bierman,66714,1985-10-04,Senior Staff
461219,Martina,Ushiama,49696,1994-08-06,Technique Leader
461225,Insup,Birrer,40667,1985-06-28,Senior Staff
461303,Badri,Simmen,40000,1988-06-30,Senior Engineer
461309,Nahum,Zaumen,57356,1998-08-27,Senior Engineer
461317,Leni,Chartres,61944,1987-07-28,Technique Leader
461318,Fatemeh,Aamodt,54091,1986-05-07,Senior Staff
461319,Kenton,Rotem,43756,1996-01-15,Engineer
461328,Mohit,McAffer,97207,1986-12-30,Senior Staff
461347,Hisao,Chepyzhov,64044,1987-07-22,Senior Staff
461358,Bernice,Boguraev,50528,1986-03-20,Senior Engineer
461364,Vasilii,Huttel,69217,1989-05-13,Senior Staff
461373,Yonghoan,Collette,41406,1985-06-20,Senior Engineer
461378,Akemi,Schaft,40000,1985-12-21,Senior Engineer
461545,Mooi,Highland,40000,1998-12-09,Engineer
461417,Jianhui,Cromarty,40000,1990-03-01,Senior Staff
461422,Tesuro,Schach,50188,1985-12-12,Senior Engineer
461556,Gina,Shokrollahi,53599,1992-05-01,Senior Engineer
461566,Tamiya,Sessa,40000,1985-04-01,Senior Engineer
461452,Oksana,Tiemann,40000,1985-02-09,Senior Staff
461573,Sachar,Zedlitz,40000,1986-07-13,Senior Staff
461582,Golgen,Mapelli,40000,1988-08-27,Senior Staff
461472,Barry,Kawashimo,49203,1987-05-09,Senior Staff
461605,Tesuya,Garnham,67241,1988-09-03,Senior Staff
461474,King,Hammerschmidt,44144,1990-06-17,Senior Staff
461480,Guttorm,Trystram,42896,1985-12-29,Senior Engineer
461485,Vivian,Angot,40000,1987-04-23,Senior Engineer
461608,Matk,Brendel,51047,1995-02-03,Senior Engineer
461615,Flemming,Borovoy,104903,1985-03-30,Senior Staff
461625,Margareta,Bael,69097,1989-04-04,Senior Staff
461638,Gad,Hettesheimer,43123,1986-03-03,Technique Leader
461640,Krassimir,Auyong,62803,1988-10-26,Senior Engineer
461654,Douadi,Kropp,43364,1999-10-24,Senior Engineer
461531,Kenton,Speek,40000,1996-08-11,Senior Staff
461672,Adib,Cardazo,40000,1992-09-04,Senior Engineer
461535,Apostol,Suwa,40000,1989-05-17,Senior Staff
461833,Shuho,Rosar,40000,1988-10-26,Senior Engineer
461835,Serenella,Pell,92654,1993-04-18,Senior Staff
461848,Randi,Lemarechal,60142,1994-07-14,Senior Staff
461691,Gadiel,Lichtman,58000,1996-02-22,Staff
461693,Fusako,Cappello,52377,1990-09-07,Senior Engineer
461860,Chaosheng,Syrotiuk,60410,1987-05-07,Engineer
461694,Arup,Dratva,70282,1986-01-16,Senior Staff
461861,Aron,Marsiglia,88539,1993-06-08,Senior Staff
461876,Golgen,Hebden,46322,1992-06-28,Senior Engineer
461704,Akhilish,Bultermann,85514,1987-04-30,Senior Staff
461711,Evgueni,Dulay,66920,1985-04-17,Senior Engineer
461877,Kousuke,Pepe,56919,1986-01-21,Senior Engineer
461885,Sreenivas,Gluchowski,40000,1992-01-10,Senior Engineer
461718,Florina,Gruenwald,40000,1995-07-07,Engineer
461891,Ranan,Stranks,58184,1986-07-25,Technique Leader
461721,Dinah,Schiper,40000,1988-01-29,Senior Staff
461903,Hironoby,Puppe,40000,1988-01-10,Senior Engineer
461907,Van,Negoita,59398,1987-11-29,Senior Staff
461909,Jagoda,Porotnikoff,40000,1987-07-16,Senior Engineer
461912,Ugo,Kowalchuk,64416,1989-12-07,Senior Staff
461751,Billie,Terlouw,40000,1997-01-03,Engineer
461915,Alejandro,Sambasivam,93843,1987-12-10,Senior Staff
461757,Hailing,Isaac,40000,1985-04-02,Senior Engineer
461928,Gopalakrishnan,Wolniewicz,40000,1987-09-09,Senior Engineer
461758,Niclas,Weiland,61133,1998-05-12,Senior Engineer
461762,Yechiam,Speer,48503,1995-02-24,Staff
461763,Arunachalam,Marsiglia,54488,1985-03-04,Senior Engineer
461936,Akeno,Nishimukai,40000,1987-03-15,Senior Engineer
461768,Geoffry,Breugel,40000,1985-08-20,Senior Engineer
461769,Bodo,Birge,66139,1992-06-07,Senior Engineer
461949,Duro,Laurillard,89159,1986-08-23,Senior Staff
461776,Bernt,Improta,40000,1996-09-02,Senior Staff
461950,Hidefumi,Streng,59691,1990-06-02,Senior Engineer
461956,Hitomi,Zuberek,75720,1985-03-25,Senior Engineer
461957,Harjit,Biran,55068,1986-05-29,Senior Staff
461958,Mohit,Slobodova,72109,1987-05-18,Senior Staff
461960,Remko,Ramsay,45705,1997-08-01,Senior Staff
461803,Charmane,Radwan,70990,1986-01-14,Senior Staff
461964,Ennio,Lund,40000,1987-02-03,Senior Engineer
461807,Shan,Rossi,44331,1985-05-16,Senior Engineer
461808,Malu,Radivojevic,56377,1995-06-29,Senior Staff
461976,Berry,Papadias,45364,1985-02-16,Senior Engineer
461812,Kristine,Kaiser,76418,1985-02-28,Senior Staff
461818,Serap,Rosen,50340,1985-10-28,Senior Staff
461820,Lansing,Prenel,49366,1987-12-15,Senior Engineer
461979,Fayez,Mandelberg,55906,1999-02-06,Senior Engineer
461990,Jacopo,Norsworthy,66172,1997-06-07,Senior Staff
462111,Udo,Sudbeck,40000,1985-08-05,Senior Engineer
462116,Mahmut,Ramras,47858,1998-10-03,Engineer
462119,Dmitri,Masamoto,70395,1987-10-30,Senior Staff
462128,Divine,Angelopoulos,40000,1993-07-23,Engineer
462132,Phule,Gronowski,40000,1998-08-23,Engineer
462140,Josyula,Chleq,40000,1994-04-26,Senior Engineer
462145,Gurbir,Thimonier,74975,1987-07-21,Senior Staff
462151,Akeel,Templeman,43373,1985-02-19,Senior Engineer
461997,Fumitake,Hempstead,60753,1989-01-24,Senior Staff
462157,Mabhin,Emmart,40000,1986-08-07,Senior Staff
462004,Ymte,Snyers,40000,1986-09-22,Senior Staff
462016,Taiji,Danner,70572,1998-02-09,Staff
462017,Cheong,Cronau,51885,1986-04-24,Senior Engineer
462186,Mikhail,Fontet,72586,1986-02-02,Senior Engineer
462028,Rasiah,Angot,40000,1986-02-08,Senior Engineer
462190,Kazuhira,Erdi,69112,1986-03-11,Senior Staff
462034,Geoffry,Lund,45207,1985-07-13,Senior Engineer
462197,Yakkov,Thiran,47226,1988-03-01,Senior Engineer
462035,Mohammed,Egerstedt,53355,1988-11-13,Senior Engineer
462036,Bojan,Hasenauer,42828,1992-04-10,Senior Staff
462208,Stafford,Hopewell,77915,1987-03-27,Senior Staff
462038,Gianluca,Angot,51822,1996-10-02,Staff
462044,Ziya,Salverda,40000,1988-03-24,Senior Engineer
462049,Sachar,Antonisse,60552,1993-10-23,Senior Staff
462051,Jayesh,Stemann,57636,1986-01-05,Senior Staff
462059,Naftaly,Zockler,60415,1986-06-15,Technique Leader
462231,Anneke,Albarhamtoshy,85178,1988-04-09,Senior Staff
462062,Francoise,Einsfeld,105681,1988-10-27,Senior Staff
462237,Achilleas,Mundy,48170,1992-05-12,Senior Engineer
462070,Mahmut,Marsiglia,40000,1998-04-18,Staff
462246,Kenton,Cooley,51759,1994-07-30,Senior Engineer
462073,Alassane,Plump,52949,1986-10-08,Senior Staff
462076,Katsuyuki,Guting,55552,1988-02-05,Senior Engineer
462080,Guther,Larfeldt,41569,1995-10-24,Engineer
462085,Marco,Gulla,40000,1986-12-14,Senior Engineer
462086,Fayez,Bressoud,40000,1991-10-08,Senior Engineer
462091,Patricia,Stemann,40105,1989-09-29,Senior Engineer
462097,Mircea,Keohane,61867,1987-07-13,Senior Staff
462248,Manton,Vrecion,40000,1999-10-17,Engineer
462403,Kensei,Segond,40000,1989-03-04,Senior Engineer
462259,Tomoyuki,Huttel,45968,1993-04-28,Engineer
462264,Kirk,Baar,57741,1986-12-20,Senior Staff
462271,Feiyu,Redmiles,78812,1986-10-28,Senior Staff
462407,Sastry,Motley,40000,1988-12-10,Senior Staff
462419,Chinho,Peris,48972,1999-12-15,Staff
462282,Adly,Morton,77346,1985-07-31,Senior Staff
462284,Samphel,Farrow,69717,1988-04-27,Senior Staff
462443,Miomir,Ranka,40000,1992-03-19,Senior Staff
462286,Pintsang,Anger,73188,1988-05-20,Senior Staff
462289,Kenroku,Adachi,44191,1996-07-01,Senior Engineer
462470,Satyanarayana,Worfolk,50319,1997-12-09,Assistant Engineer
462473,Honesty,Butterworth,40000,1987-09-08,Technique Leader
462484,Ronghao,Masamoto,52422,1986-07-05,Senior Engineer
462330,Krassimir,Shanbhogue,43092,1988-06-19,Senior Staff
462506,Achilleas,Bugaenko,40000,1988-09-03,Senior Engineer
462331,Sushant,Binkley,40000,1986-07-13,Senior Staff
462332,Yechezkel,Jenevein,48557,1997-10-27,Staff
462510,Kshitij,Barvinok,40000,1997-03-25,Senior Engineer
462512,Youjian,Leuchs,42090,1987-10-07,Senior Engineer
462345,Taisook,Pileggi,48849,1999-07-20,Senior Engineer
462518,Ishfaq,Stavenow,53007,1986-05-23,Senior Staff
462351,Ohad,Jullig,40000,1985-07-17,Senior Engineer
462539,Shin,Mikschl,40000,1988-02-09,Senior Engineer
462355,Shahar,Besselaar,40000,1988-03-06,Technique Leader
462368,Bodo,Tsukune,40000,1995-11-04,Senior Engineer
462372,Shaibal,Giaccio,40000,1993-11-25,Senior Staff
462549,Gretta,Bakhtari,40000,1996-11-27,Senior Engineer
462552,Hironobu,Michaels,41627,1993-08-15,Senior Engineer
462386,Parviz,Rullman,65659,1987-09-17,Senior Staff
462557,Lobel,Androutsos,61742,1986-08-17,Technique Leader
462387,Bezalel,Rossi,76090,1987-05-01,Senior Staff
462559,Adas,Swift,62223,1991-11-16,Senior Engineer
462561,Vishwani,Azulay,48983,1996-01-17,Senior Staff
462563,Toshimori,Weedon,40000,1993-08-01,Technique Leader
462590,DeForest,Zucker,47903,1992-12-25,Senior Engineer
462595,Mohamadou,Pramanik,40000,1985-03-06,Senior Staff
462607,Arif,Qiwen,57114,1990-04-29,Technique Leader
462685,Temple,Candan,40000,2000-01-21,Staff
462618,Mingdong,Munoz,50459,1987-09-14,Technique Leader
462690,Shaunak,Hettesheimer,71623,1988-05-09,Senior Staff
462698,Tzvetan,Blokdijk,71679,1998-12-22,Senior Engineer
462648,Fatemeh,Sridhar,40000,1986-06-24,Senior Engineer
462703,Jaber,Terkki,41238,1988-04-25,Senior Staff
462705,Mohit,Norsworthy,78244,1998-01-10,Staff
462706,Caolyn,VanScheik,40000,1986-04-11,Senior Staff
462668,Bedrich,Jenevein,78900,1992-01-16,Senior Staff
462819,Dmitry,Zwicker,40000,1986-04-18,Senior Engineer
462734,Shridhar,Jansch,40000,1987-01-02,Senior Engineer
462737,Yuguang,Szemeredi,47647,1995-11-19,Senior Engineer
462829,Moss,Range,42444,1994-08-28,Senior Engineer
462742,Jayson,Kruskal,78797,1987-11-03,Senior Staff
462749,Yunming,Ramsay,70899,1987-04-06,Senior Engineer
462831,Heather,Wolniewicz,42084,1988-10-01,Senior Staff
462844,Khatoun,Gini,60011,1987-12-31,Engineer
462759,Bodo,Kaiserswerth,54373,1995-12-10,Engineer
462760,Chenye,Baja,93317,1987-04-21,Senior Staff
462849,Tadahiro,Pintelas,66969,1986-05-02,Senior Staff
462765,Yurii,Rohrbach,58799,1993-11-29,Senior Staff
462857,Kwangsub,Hoogerwoord,82185,1991-11-22,Senior Staff
462767,Uri,Ranai,58271,1995-08-15,Staff
462859,Xinglin,Gire,40000,1996-06-23,Senior Engineer
462776,Mostafa,Dechter,91329,1986-03-26,Senior Staff
462863,Jamaludin,Cullers,57925,1985-06-06,Senior Engineer
462865,Kensei,Schaad,62660,1986-08-13,Senior Staff
462792,Shim,Merkl,40000,1994-02-24,Senior Engineer
462866,Babette,Ritcey,40000,1985-03-19,Technique Leader
462872,Shahaf,Zirintsis,75731,1987-12-20,Senior Staff
462800,Sariel,Auria,50988,1986-02-05,Senior Engineer
462875,Francoise,Picaronny,55193,1996-03-21,Senior Engineer
462809,Mana,Brlek,45578,1987-09-14,Senior Engineer
462955,Eben,Kusakabe,56942,1985-06-02,Senior Engineer
462890,Jinya,Peak,40000,1995-05-20,Staff
462982,Kankanahalli,Mundy,64643,1988-05-09,Senior Staff
462987,Nevio,Shrader,55313,1985-07-12,Senior Staff
462919,Taizo,Atrawala,76932,1985-10-24,Senior Engineer
462994,Horward,Haldar,59828,1987-05-24,Senior Staff
462999,Venkatesan,Gonthier,40000,1997-12-24,Senior Staff
462924,Sanjay,Veevers,57196,1988-10-13,Senior Engineer
462925,Dharmaraja,Comyn,63463,1991-01-23,Senior Staff
463010,Abdelwaheb,Prochazka,55038,1991-05-08,Senior Engineer
462933,Randy,Hemaspaandra,55791,1987-11-03,Senior Engineer
463098,Howell,Merlo,40000,1988-07-16,Technique Leader
463019,Jovan,Figueira,68935,1988-04-04,Senior Staff
463027,Peer,Pews,47371,1985-02-03,Senior Engineer
463030,Kazuhito,Oppitz,50562,1986-12-08,Senior Staff
463041,Navid,Litecky,64616,1993-09-02,Senior Engineer
463042,Billie,Peron,40000,1994-08-16,Engineer
463131,Cathie,Bolsens,43164,1991-01-14,Senior Engineer
463141,Marsha,Masaki,40000,1988-06-15,Senior Engineer
463067,Oddvar,Gyorkos,40000,1987-06-03,Senior Engineer
463147,Georgy,Terwilliger,72377,1990-08-02,Senior Staff
463076,Mechthild,Swen,40000,1985-02-18,Senior Engineer
463149,Valeska,Kamber,40000,1996-03-15,Staff
463078,Shirish,Mateescu,47308,1988-12-30,Senior Staff
463152,Premsyl,Schiper,43401,1989-11-04,Senior Engineer
463081,Leen,Chaudhury,61577,1988-09-16,Senior Engineer
463155,Aemilian,Sabnani,40000,1985-04-26,Senior Engineer
463156,Vojin,Miake,40000,1987-02-15,Senior Staff
463161,Subhash,Milicia,53523,1985-07-14,Senior Engineer
463092,Arnould,Peres,72275,1987-05-19,Senior Engineer
463093,Evgueni,Frolund,53053,1989-05-31,Senior Staff
463185,Yahiko,Rosay,63224,1996-07-10,Senior Staff
463187,Sachin,Penn,47817,1986-10-02,Technique Leader
463214,Toshimo,Acton,40000,1992-11-14,Engineer
463388,Udaiprakash,Wrigley,40000,1986-05-04,Senior Staff
463250,Arup,Ranta,40000,1986-02-20,Senior Engineer
463252,Demin,Krzyzanowski,45269,1985-06-21,Senior Engineer
463256,Mabhin,Demos,55229,1985-12-20,Senior Staff
